[38;5;142m[dotenvx@1.52.0] injecting env (47) from .env[39m
2025-09-01,1
2025-09-08,7
2025-09-15,14
2025-09-22,16
2025-09-29,17
2025-10-13,19
2025-10-20,21
2025-10-27,78
2025-11-03,103
2025-11-24,122
2025-12-01,307
2025-12-08,6798
2025-12-15,8266
2025-12-22,9298
2025-12-29,9914
2026-01-05,10565
2026-01-12,10578
2026-01-19,97392
2026-01-26,213320
