[38;5;142m[dotenvx@1.52.0] injecting env (47) from .env[39m
2025-09-01,3
2025-09-08,194
2025-09-15,343
2025-09-22,642
2025-09-29,841
2025-10-13,1445
2025-10-20,1740
2025-10-27,2275
2025-11-03,2523
2025-11-10,2544
2025-11-17,3536
2025-11-24,4122
2025-12-01,9764
2025-12-08,78696
2025-12-15,281766
2025-12-22,317053
2025-12-29,473409
2026-01-05,600628
2026-01-12,612357
2026-01-19,6953489
2026-01-26,17191777
