vehicle_id,year,make,model,bat_url,image_count,bat_import_count,queue_image_count,low_res_count,external_listing_count,max_current_bid,max_end_date,has_active_listing,primary_issue,all_issues
"495999f3-9094-4e66-8ca1-2c77e62d9372","2016","Dodge","challenger r t scat pack","https://bringatrailer.com/listing/2016-dodge-challenger-r-t-scat-pack-2/","1","0","1","0","0","","","false","FEW_IMAGES","FEW_IMAGES;QUEUE_BADGES;WRONG_SOURCE;MISSING_AUCTION_DATA"
"a2e2ccbe-bf9b-402b-9e8d-4f024b37541e","2006","Mercedes","benz sl500","https://bringatrailer.com/listing/2006-mercedes-benz-sl500-113/","12","0","12","0","0","","","false","FEW_IMAGES","FEW_IMAGES;QUEUE_BADGES;WRONG_SOURCE;MISSING_AUCTION_DATA"
"1c17899c-763c-4430-adb5-a8124ff8de5b","2016","Bmw","x5 xdrive35i","https://bringatrailer.com/listing/2016-bmw-x5-xdrive35i-3/","12","0","12","0","0","","","false","FEW_IMAGES","FEW_IMAGES;QUEUE_BADGES;WRONG_SOURCE;MISSING_AUCTION_DATA"
"cdfa7417-432a-40f9-8644-dbda656ebf20","1972","Plymouth","barracuda","https://bringatrailer.com/listing/1972-plymouth-barracuda-16/","0","0","0","0","0","","","false","NO_IMAGES","NO_IMAGES;MISSING_AUCTION_DATA"
"5cf8ba5e-bc10-4c6f-9520-e2e192d4cb75","2017","Bentley","bentayga","https://bringatrailer.com/listing/2017-bentley-bentayga-23/","12","0","12","0","0","","","false","FEW_IMAGES","FEW_IMAGES;QUEUE_BADGES;WRONG_SOURCE;MISSING_AUCTION_DATA"
"1d73ae9c-b91c-416c-a056-c292e284bc61","1968","Lamborghini","Islero for sale","https://bringatrailer.com/listing/1969-lamborghini-islero-s/","12","0","12","0","0","","","false","FEW_IMAGES","FEW_IMAGES;QUEUE_BADGES;WRONG_SOURCE;MISSING_AUCTION_DATA"
"0ddf1792-eee1-4a1c-8727-c05a94f896d6","1987","Aston","martin v8 volante","https://bringatrailer.com/listing/1987-aston-martin-v8-volante-2/","1","0","1","0","0","","","false","FEW_IMAGES","FEW_IMAGES;QUEUE_BADGES;WRONG_SOURCE;MISSING_AUCTION_DATA"
"3858dc7a-53c9-469d-9dbe-64847ebfe334","2021","Rolls","royce cullinan","https://bringatrailer.com/listing/2021-rolls-royce-cullinan-7/","299","225","12","0","0","","","false","QUEUE_BADGES","QUEUE_BADGES;MISSING_AUCTION_DATA"
"5910fd9a-0f53-4893-94ee-2b325b1979c9","2015","Jeep","wrangler unlimited","https://bringatrailer.com/listing/2015-jeep-wrangler-unlimited-49/","12","0","12","0","0","","","false","FEW_IMAGES","FEW_IMAGES;QUEUE_BADGES;WRONG_SOURCE;MISSING_AUCTION_DATA"
"06de8982-679c-4454-a60f-df147d22dfc7","1979","Chevrolet","k5 blazer","https://bringatrailer.com/listing/1979-chevrolet-k5-blazer-16/","12","0","12","0","0","","","false","FEW_IMAGES","FEW_IMAGES;QUEUE_BADGES;WRONG_SOURCE;MISSING_AUCTION_DATA"
"107de98e-a9af-4108-a645-96c9d6ca82ae","1983","Toyota","land cruiser fj60","https://bringatrailer.com/listing/1983-toyota-land-cruiser-fj60-93/","12","0","12","0","0","","","false","FEW_IMAGES","FEW_IMAGES;QUEUE_BADGES;WRONG_SOURCE;MISSING_AUCTION_DATA"
"1f9f6cd8-c5af-4c3d-83cd-0bebb7b60ecd","2015","Lamborghini","Huracan LP 620-2","https://bringatrailer.com/listing/2015-lamborghini-huracan-super-trofeo/","12","0","12","0","0","","","false","FEW_IMAGES","FEW_IMAGES;QUEUE_BADGES;WRONG_SOURCE;MISSING_AUCTION_DATA"
"476914e2-5e57-478a-8652-613e3db7a1fe","2009","Bmw","m3 sedan","https://bringatrailer.com/listing/2009-bmw-m3-sedan-18/","12","0","12","0","0","","","false","FEW_IMAGES","FEW_IMAGES;QUEUE_BADGES;WRONG_SOURCE;MISSING_AUCTION_DATA"
"786f3d14-c0d6-4950-b86d-95913ff062fe","2015","Porsche","cayenne s","https://bringatrailer.com/listing/2015-porsche-cayenne-s-14/","12","0","12","0","0","","","false","FEW_IMAGES","FEW_IMAGES;QUEUE_BADGES;WRONG_SOURCE;MISSING_AUCTION_DATA"
"0fb4bc98-16f8-47d9-af5c-b8c948152612","2007","Porsche","911 turbo coupe","https://bringatrailer.com/listing/2007-porsche-911-turbo-coupe-191/","12","0","12","0","0","","","false","FEW_IMAGES","FEW_IMAGES;QUEUE_BADGES;WRONG_SOURCE;MISSING_AUCTION_DATA"
"e69eb094-c0a1-4b82-b86f-f047114874b9","1986","Honda","1986 honda fourtrax","https://bringatrailer.com/listing/1986-honda-1986-honda-fourtrax-125/","0","0","0","0","0","","","false","NO_IMAGES","NO_IMAGES;MISSING_AUCTION_DATA"
"47aefed4-e810-414d-bc25-d8b920537cac","2015","Jaguar","XJ Supercharged for","https://bringatrailer.com/listing/2015-jaguar-xj-supercharged/","12","0","12","0","0","","","false","FEW_IMAGES","FEW_IMAGES;QUEUE_BADGES;WRONG_SOURCE;MISSING_AUCTION_DATA"
"7a8aec5e-f233-4bdc-9811-a9bafe68ee13","2003","Harley","davidson softail","https://bringatrailer.com/listing/2003-harley-davidson-softail-48/","4","0","4","0","0","","","false","FEW_IMAGES","FEW_IMAGES;QUEUE_BADGES;WRONG_SOURCE;MISSING_AUCTION_DATA"
